pair_row_id	gene_id_1	gene_id_2	embedding_cosine_sim	z_score_cosine_sim	original_label
87014	ENSG00000076984	ENSMUSG00000024948	0.3677460849285126	-0.8975344135179659	0
82448	ENSG00000107968	ENSMUSG00000022263	0.3544749617576599	-0.783151755554547	0
81329	ENSG00000177453	ENSMUSG00000009828	0.5603857636451721	-0.7559148239203358	0
84312	ENSG00000082146	ENSMUSG00000022263	0.470255970954895	-0.8277254721501767	0
85860	ENSG00000160469	ENSMUSG00000003068	0.47953423857688904	-0.8654357546210442	0
347	ENSG00000178607	ENSMUSG00000017405	0.6845263242721558	0.98217383789447	1
89352	ENSG00000064393	ENSMUSG00000024941	0.22130979597568512	-0.9933445651137902	0
81123	ENSG00000059758	ENSMUSG00000017405	0.46875882148742676	-0.7512632632550752	0
9163	ENSG00000075413	ENSMUSG00000020272	0.6443138718605042	0.759706704198983	1
7885	ENSG00000152953	ENSMUSG00000032936	0.2420613169670105	0.7875691830493362	1
310	ENSG00000166484	ENSMUSG00000057672	0.5738318562507629	0.9832583255783772	1
5438	ENSG00000188322	ENSMUSG00000022812	0.5229356288909912	0.8439447472752166	1
81304	ENSG00000138756	ENSMUSG00000069631	0.42078834772109985	-0.7554116747679969	0
9783	ENSG00000105221	ENSMUSG00000029635	0.6406835317611694	0.746140564793749	1
80224	ENSG00000163545	ENSMUSG00000002007	0.5822635889053345	-0.7312343836341456	0
5581	ENSG00000065243	ENSMUSG00000001630	0.31887155771255493	0.8405895673875121	1
83108	ENSG00000137193	ENSMUSG00000078816	0.15089139342308044	-0.7985245941148672	0
82926	ENSG00000035664	ENSMUSG00000061288	0.5625206828117371	-0.7941144092134799	0
81190	ENSG00000141639	ENSMUSG00000032316	0.6412662267684937	-0.752948935964563	0
2350	ENSG00000146216	ENSMUSG00000053693	0.5622875690460205	0.920592554580074	1
82975	ENSG00000115825	ENSMUSG00000095930	0.2848334014415741	-0.7951976325561672	0
7655	ENSG00000105287	ENSMUSG00000058444	0.8574932813644409	0.7925761362269732	1
88611	ENSG00000160396	ENSMUSG00000003068	0.5330708026885986	-0.9498314322200118	0
81560	ENSG00000085511	ENSMUSG00000031833	0.7087255716323853	-0.7612613403287429	0
1827	ENSG00000069956	ENSMUSG00000021483	0.3477490246295929	0.9345364701905924	1
3101	ENSG00000065883	ENSMUSG00000024235	0.4369373321533203	0.8994427165442265	1
9940	ENSG00000115694	ENSMUSG00000024617	0.45309633016586304	0.7430185646121572	1
1257	ENSG00000141551	ENSMUSG00000037738	0.592153787612915	0.9516300618801288	1
83179	ENSG00000148660	ENSMUSG00000032113	0.4986437261104584	-0.800167323876493	0
80527	ENSG00000107968	ENSMUSG00000031012	0.5099530816078186	-0.737917361464496	0
2708	ENSG00000198873	ENSMUSG00000085272	0.4245801866054535	0.9094934514984198	1
84948	ENSG00000135341	ENSMUSG00000026274	0.4002586007118225	-0.8429958858824617	0
83767	ENSG00000100490	ENSMUSG00000021559	0.5989635586738586	-0.8138504612239468	0
1155	ENSG00000114739	ENSMUSG00000007613	0.8758653998374939	0.9546178231753064	1
6345	ENSG00000162526	ENSMUSG00000026201	0.6215586066246033	0.8229407249668764	1
7786	ENSG00000198752	ENSMUSG00000026490	0.8062222599983215	0.7895325249837553	1
3994	ENSG00000132356	ENSMUSG00000024290	0.5457450151443481	0.8779621264133631	1
80775	ENSG00000075413	ENSMUSG00000020366	0.781592845916748	-0.7436907406091617	0
81666	ENSG00000125388	ENSMUSG00000016526	0.3399674594402313	-0.7636187751261376	0
88688	ENSG00000172939	ENSMUSG00000037593	0.23311087489128113	-0.953506963991344	0
84049	ENSG00000130669	ENSMUSG00000020990	0.6995421648025513	-0.8208992616954456	0
88321	ENSG00000127564	ENSMUSG00000022836	0.7009763121604919	-0.9403073286840252	0
89364	ENSG00000132356	ENSMUSG00000024858	0.5983452796936035	-0.9945628750163432	0
3393	ENSG00000067606	ENSMUSG00000015599	0.5272423028945923	0.8927113436061335	1
1886	ENSG00000123374	ENSMUSG00000024235	0.596993625164032	0.9327923174804476	1
949	ENSG00000059758	ENSMUSG00000027797	0.5176233053207397	0.9609040199830332	1
1418	ENSG00000059758	ENSMUSG00000053046	0.417204350233078	0.9463808216535606	1
83560	ENSG00000266173	ENSMUSG00000061393	0.4534640312194824	-0.8089578842902299	0
6080	ENSG00000163558	ENSMUSG00000002007	0.6156469583511353	0.8289024660840549	1
2483	ENSG00000163558	ENSMUSG00000067336	0.24353206157684326	0.916644786660326	1
4956	ENSG00000082146	ENSMUSG00000032501	0.5984632968902588	0.8553980825816212	1
4163	ENSG00000166501	ENSMUSG00000020366	0.6819955110549927	0.8736382493189865	1
85651	ENSG00000177453	ENSMUSG00000026785	0.6776394844055176	-0.8598047222060825	0
6418	ENSG00000168067	ENSMUSG00000053046	0.6982203125953674	0.8212958657956863	1
87597	ENSG00000106799	ENSMUSG00000026620	0.4803454279899597	-0.9156662152851563	0
80082	ENSG00000008086	ENSMUSG00000004864	0.5512816905975342	-0.7280035955710281	0
4787	ENSG00000123374	ENSMUSG00000035027	0.4953467845916748	0.8593477630737839	1
81398	ENSG00000117020	ENSMUSG00000029635	0.5844362378120422	-0.7574055969602181	0
7388	ENSG00000065675	ENSMUSG00000052155	0.7090060114860535	0.79841329999286	1
87770	ENSG00000140474	ENSMUSG00000028518	0.1567896604537964	-0.9214236476617592	0
79429	ENSG00000160145	ENSMUSG00000031155	0.297987699508667	-0.7140388406180924	0
86523	ENSG00000070808	ENSMUSG00000038145	0.17398445308208466	-0.8836694726901704	0
86810	ENSG00000160396	ENSMUSG00000035828	0.6700531244277954	-0.8922340099391882	0
83237	ENSG00000177189	ENSMUSG00000020827	0.6428712606430054	-0.8015599258951985	0
86966	ENSG00000105287	ENSMUSG00000053137	0.7561317682266235	-0.8961181301929417	0
2977	ENSG00000132964	ENSMUSG00000058444	0.4598138928413391	0.9030280964905932	1
9324	ENSG00000067606	ENSMUSG00000061751	0.5581243634223938	0.7563821540889311	1
81503	ENSG00000117020	ENSMUSG00000028284	0.4682553708553314	-0.7597464403846395	0
85195	ENSG00000071242	ENSMUSG00000025758	0.5647587180137634	-0.8488423946690361	0
81248	ENSG00000126583	ENSMUSG00000030409	0.6917107105255127	-0.7541950395968048	0
2320	ENSG00000149554	ENSMUSG00000020385	0.8303115367889404	0.9214450064903996	1
7510	ENSG00000157404	ENSMUSG00000029471	0.2749158442020416	0.7956389131310414	1
8888	ENSG00000176444	ENSMUSG00000020385	0.7207225561141968	0.7653824535451346	1
2774	ENSG00000137843	ENSMUSG00000026620	0.7406931519508362	0.9078827129164816	1
3944	ENSG00000127564	ENSMUSG00000026620	0.5602412819862366	0.8791057549993869	1
84957	ENSG00000081320	ENSMUSG00000028078	0.44340428709983826	-0.8432043439344614	0
81648	ENSG00000034152	ENSMUSG00000005034	0.4151294231414795	-0.7631616016766146	0
82835	ENSG00000112062	ENSMUSG00000015599	0.7108002305030823	-0.7916447594791433	0
4640	ENSG00000169302	ENSMUSG00000004864	0.532620370388031	0.8627295840008193	1
80799	ENSG00000104205	ENSMUSG00000034290	0.41614311933517456	-0.7441417298984602	0
8221	ENSG00000142186	ENSMUSG00000032715	0.6079152226448059	0.7799307767419958	1
6867	ENSG00000104375	ENSMUSG00000000441	0.6143392324447632	0.8109089987927284	1
5182	ENSG00000180370	ENSMUSG00000022836	0.548646867275238	0.8499186233610997	1
81209	ENSG00000159792	ENSMUSG00000019235	0.6246924996376038	-0.7533275072303994	0
88003	ENSG00000198752	ENSMUSG00000032380	0.7610787153244019	-0.928275308401594	0
9435	ENSG00000116141	ENSMUSG00000019235	0.501167893409729	0.7539443033879202	1
6458	ENSG00000160584	ENSMUSG00000016179	0.6969312429428101	0.8202031615604723	1
4639	ENSG00000163349	ENSMUSG00000002688	0.4495145082473755	0.8627342250671222	1
88070	ENSG00000172939	ENSMUSG00000039913	0.4751106798648834	-0.9305135180852684	0
8084	ENSG00000163932	ENSMUSG00000008730	0.5736290812492371	0.7828664787225762	1
7557	ENSG00000004660	ENSMUSG00000019235	0.6026070713996887	0.7944714714743014	1
82406	ENSG00000115694	ENSMUSG00000008730	0.2667109966278076	-0.7823196140102703	0
80499	ENSG00000154358	ENSMUSG00000031833	0.6127826571464539	-0.7372390584789464	0
88649	ENSG00000166484	ENSMUSG00000033352	0.31124135851860046	-0.9516619269059164	0
87049	ENSG00000006837	ENSMUSG00000021559	0.2579335868358612	-0.89870591146062	0
83024	ENSG00000167258	ENSMUSG00000021363	0.885848879814148	-0.7963753981781878	0
86364	ENSG00000102096	ENSMUSG00000034290	0.41984736919403076	-0.8795956052411735	0
4612	ENSG00000133275	ENSMUSG00000059981	0.6143096089363098	0.863614361240152	1
811	ENSG00000175634	ENSMUSG00000020516	0.5124126672744751	0.9654109173336612	1
82860	ENSG00000185386	ENSMUSG00000028469	0.6067942976951599	-0.792281125734607	0
1251	ENSG00000160469	ENSMUSG00000053693	0.6315380930900574	0.9517721199191554	1
87712	ENSG00000154310	ENSMUSG00000024079	0.2919006049633026	-0.9191115613236532	0
6327	ENSG00000138756	ENSMUSG00000028469	0.6565587520599365	0.8233099295909349	1
3340	ENSG00000082146	ENSMUSG00000034663	0.6471519470214844	0.8937930978839874	1
1446	ENSG00000101049	ENSMUSG00000020115	0.6272644400596619	0.9452854311527554	1
83256	ENSG00000105053	ENSMUSG00000024858	0.416451632976532	-0.8018552630839254	0
82386	ENSG00000160584	ENSMUSG00000017405	0.6877752542495728	-0.7818964480351199	0
86591	ENSG00000177453	ENSMUSG00000028284	0.7417040467262268	-0.8857345815086932	0
4185	ENSG00000142178	ENSMUSG00000004798	0.672776460647583	0.8731616971562538	1
79646	ENSG00000118046	ENSMUSG00000027797	0.4448237717151642	-0.7187906172620354	0
1994	ENSG00000142178	ENSMUSG00000026393	0.5753409266471863	0.9297196427903752	1
84275	ENSG00000141503	ENSMUSG00000024830	0.5010032653808594	-0.8267302624059557	0
87710	ENSG00000172939	ENSMUSG00000029283	0.3667380213737488	-0.9190761928959646	0
80783	ENSG00000114738	ENSMUSG00000073563	0.6711113452911377	-0.7437979153250018	0
86147	ENSG00000154310	ENSMUSG00000020715	0.3103536367416382	-0.874024194099856	0
87234	ENSG00000160145	ENSMUSG00000074886	0.67462158203125	-0.9043293932269516	0
88902	ENSG00000164076	ENSMUSG00000035027	0.7310301661491394	-0.9641366172607648	0
5475	ENSG00000170390	ENSMUSG00000016179	0.3093036413192749	0.8430978370824508	1
402	ENSG00000059758	ENSMUSG00000024558	0.38652145862579346	0.9799352863887114	1
82297	ENSG00000154310	ENSMUSG00000004056	0.6346681714057922	-0.7794100061262275	0
6033	ENSG00000180370	ENSMUSG00000004798	0.3521856665611267	0.8299201459938758	1
82203	ENSG00000007047	ENSMUSG00000009772	0.5820106267929077	-0.7769838038576764	0
1613	ENSG00000142875	ENSMUSG00000028078	0.765602707862854	0.940601627269207	1
86426	ENSG00000117020	ENSMUSG00000028756	0.42571336030960083	-0.8810972563010087	0
86812	ENSG00000137193	ENSMUSG00000031155	0.15179064869880676	-0.8923115292447958	0
7459	ENSG00000070770	ENSMUSG00000028469	0.5531479120254517	0.7968563785254814	1
9855	ENSG00000081320	ENSMUSG00000017405	0.7612772583961487	0.7447725880603061	1
625	ENSG00000175634	ENSMUSG00000001630	0.5865877866744995	0.9717867337836902	1
8634	ENSG00000142875	ENSMUSG00000040936	0.5131150484085083	0.7707949859974242	1
18	ENSG00000164076	ENSMUSG00000027797	0.7236071825027466	0.9976452302583068	1
89088	ENSG00000115977	ENSMUSG00000070837	0.4490659832954407	-0.9735449764727953	0
80991	ENSG00000105810	ENSMUSG00000023809	0.7233054637908936	-0.7483954188337071	0
9083	ENSG00000141503	ENSMUSG00000024948	0.37559083104133606	0.7615623101312893	1
83364	ENSG00000126562	ENSMUSG00000005469	0.5631723403930664	-0.8042365605970256	0
6655	ENSG00000105221	ENSMUSG00000028756	0.5705328583717346	0.8157246646107069	1
88215	ENSG00000142875	ENSMUSG00000024941	0.29931288957595825	-0.9362473642787508	0
86342	ENSG00000126583	ENSMUSG00000020190	0.5533304214477539	-0.8788864506353652	0
7888	ENSG00000178607	ENSMUSG00000038145	0.6054129004478455	0.7875001064214892	1
7442	ENSG00000099308	ENSMUSG00000033966	0.43521809577941895	0.7970801481409229	1
5354	ENSG00000164076	ENSMUSG00000040936	0.7965660095214844	0.8458354546177037	1
82097	ENSG00000102225	ENSMUSG00000070837	0.6790045499801636	-0.774494616259595	0
79581	ENSG00000198055	ENSMUSG00000063410	0.5928909182548523	-0.7173281422729305	0
86722	ENSG00000127564	ENSMUSG00000007591	0.1868409812450409	-0.889671825487498	0
1625	ENSG00000166501	ENSMUSG00000021363	0.7942142486572266	0.9401622667319698	1
1408	ENSG00000169302	ENSMUSG00000004865	0.753622829914093	0.9466472687399442	1
83425	ENSG00000114738	ENSMUSG00000037593	0.38810303807258606	-0.8057021014401955	0
4758	ENSG00000004660	ENSMUSG00000015599	0.6232079267501831	0.8599997086295467	1
82479	ENSG00000185189	ENSMUSG00000031112	0.4419143795967102	-0.7836996370172237	0
85908	ENSG00000136807	ENSMUSG00000026027	0.34261223673820496	-0.8670829194493535	0
84519	ENSG00000132964	ENSMUSG00000016179	0.4769972860813141	-0.8327194739789701	0
9614	ENSG00000141503	ENSMUSG00000051590	0.7440494894981384	0.7502885686331517	1
3270	ENSG00000102572	ENSMUSG00000028030	0.6584713459014893	0.8955477984302717	1
79933	ENSG00000125388	ENSMUSG00000020190	0.7824782133102417	-0.7249305304660535	0
9404	ENSG00000105221	ENSMUSG00000025915	0.6348934769630432	0.75459478536837	1
6274	ENSG00000163491	ENSMUSG00000031027	0.7064169645309448	0.8247132443175308	1
87292	ENSG00000065243	ENSMUSG00000000532	0.32215097546577454	-0.9061468661282096	0
80898	ENSG00000132155	ENSMUSG00000026667	0.5967789888381958	-0.7463020002006027	0
8206	ENSG00000163932	ENSMUSG00000021279	0.5128073692321777	0.7805168889528349	1
85137	ENSG00000117020	ENSMUSG00000032380	0.5601434111595154	-0.847391894848654	0
7987	ENSG00000138756	ENSMUSG00000025358	0.4007996618747711	0.7854034482025593	1
1798	ENSG00000135341	ENSMUSG00000035725	0.46916377544403076	0.9352409659740616	1
83190	ENSG00000132155	ENSMUSG00000035390	0.3565792143344879	-0.8004497540376805	0
86387	ENSG00000081320	ENSMUSG00000020827	0.3609572649002075	-0.8802081508399926	0
81984	ENSG00000070770	ENSMUSG00000031155	0.3272760510444641	-0.7717974403351651	0
4078	ENSG00000172939	ENSMUSG00000024941	0.19158756732940674	0.8755495950193162	1
3536	ENSG00000152953	ENSMUSG00000024858	0.46554842591285706	0.8886925113253983	1
87799	ENSG00000114738	ENSMUSG00000031012	0.5022693276405334	-0.9221275268665272	0
4318	ENSG00000071575	ENSMUSG00000038145	0.7202246189117432	0.8703028134342471	1
4447	ENSG00000110931	ENSMUSG00000059981	0.7251002788543701	0.8674796280508696	1
83206	ENSG00000118046	ENSMUSG00000037593	0.4552006125450134	-0.8008140473720207	0
32	ENSG00000134602	ENSMUSG00000024070	0.7356578707695007	0.9972296003137946	1
84477	ENSG00000112062	ENSMUSG00000000411	0.3936903178691864	-0.8317220307268562	0
112	ENSG00000099308	ENSMUSG00000004936	0.6156851649284363	0.9920619620552292	1
85329	ENSG00000176601	ENSMUSG00000042608	-0.10477543622255325	-0.851767399065404	0
80344	ENSG00000110422	ENSMUSG00000005672	0.49041980504989624	-0.7338027540715968	0
4543	ENSG00000035664	ENSMUSG00000020601	0.5279850959777832	0.8655294444421862	1
7710	ENSG00000028116	ENSMUSG00000034663	0.4641467332839966	0.7913107119505696	1
3470	ENSG00000130669	ENSMUSG00000022836	0.4388121962547302	0.8908314423236813	1
1013	ENSG00000126583	ENSMUSG00000031012	0.5122212171554565	0.959032576000492	1
80176	ENSG00000145348	ENSMUSG00000052920	0.7899518013000488	-0.7298520804219785	0
1449	ENSG00000169032	ENSMUSG00000061751	0.7932237386703491	0.945202065372284	1
79906	ENSG00000110931	ENSMUSG00000031309	0.5795282125473022	-0.7241384035456254	0
788	ENSG00000163482	ENSMUSG00000025162	0.4666162133216858	0.9662288297124044	1
85320	ENSG00000160469	ENSMUSG00000028630	0.5813953876495361	-0.8515679583599108	0
79555	ENSG00000142208	ENSMUSG00000069631	0.6279066801071167	-0.7168884135916775	0
79892	ENSG00000105723	ENSMUSG00000042349	0.48212575912475586	-0.7238253880732683	0
89029	ENSG00000115694	ENSMUSG00000003345	0.33635836839675903	-0.9702542523748992	0
80606	ENSG00000102225	ENSMUSG00000025758	0.41091203689575195	-0.739770985651851	0
82370	ENSG00000090376	ENSMUSG00000039913	0.36614757776260376	-0.7814639058231347	0
86242	ENSG00000105613	ENSMUSG00000028284	0.29780250787734985	-0.8763526224804443	0
9580	ENSG00000160469	ENSMUSG00000002012	0.5977245569229126	0.7508937906272269	1
5766	ENSG00000121989	ENSMUSG00000042688	0.6424814462661743	0.8357666706881982	1
80611	ENSG00000127564	ENSMUSG00000025915	0.6258832216262817	-0.7398104870636426	0
3718	ENSG00000162526	ENSMUSG00000025358	0.5070378184318542	0.8844004495686291	1
2888	ENSG00000115661	ENSMUSG00000024006	0.4142031669616699	0.9053821152254836	1
9430	ENSG00000198648	ENSMUSG00000024617	0.5603366494178772	0.7539995573749112	1
594	ENSG00000104936	ENSMUSG00000063410	0.380851149559021	0.9733407045328296	1
53	ENSG00000126583	ENSMUSG00000078816	0.7095434069633484	0.9955998065480456	1
6172	ENSG00000105053	ENSMUSG00000042349	0.8845741152763367	0.8271366619860169	1
80692	ENSG00000099875	ENSMUSG00000037593	0.5361212491989136	-0.7417189513908968	0
88134	ENSG00000105723	ENSMUSG00000026094	0.5574425458908081	-0.9330686252315864	0
9903	ENSG00000101049	ENSMUSG00000029148	0.7327947020530701	0.743567100062825	1
9444	ENSG00000075413	ENSMUSG00000002205	0.7033025026321411	0.7537416442710307	1
9009	ENSG00000132964	ENSMUSG00000007411	0.8939310312271118	0.7629217050926967	1
377	ENSG00000135090	ENSMUSG00000051590	0.348628968000412	0.9811756467150812	1
2560	ENSG00000107968	ENSMUSG00000032501	0.7668275833129883	0.9141747007891348	1
82712	ENSG00000114739	ENSMUSG00000035112	0.65535569190979	-0.789059219635228	0
80031	ENSG00000034152	ENSMUSG00000029283	0.5618861317634583	-0.7269005021512909	0
88897	ENSG00000158828	ENSMUSG00000031303	0.7139588594436646	-0.9639843523547424	0
6528	ENSG00000055332	ENSMUSG00000033276	0.4778461456298828	0.8188315164297567	1
2622	ENSG00000102096	ENSMUSG00000033862	0.6232882142066956	0.91244973571677	1
7768	ENSG00000177189	ENSMUSG00000052155	0.7004272937774658	0.7899791987304252	1
84986	ENSG00000083290	ENSMUSG00000025915	0.5276279449462891	-0.8437858640491896	0
8917	ENSG00000105053	ENSMUSG00000021483	0.4632195234298706	0.7648172251004393	1
81912	ENSG00000146216	ENSMUSG00000022781	0.45721012353897095	-0.7697825535779664	0
84738	ENSG00000164885	ENSMUSG00000014426	0.5441818237304688	-0.8379040323759912	0
83255	ENSG00000115661	ENSMUSG00000030397	0.2829352915287018	-0.8018552056301956	0
83696	ENSG00000105053	ENSMUSG00000020827	0.06773167848587036	-0.8122221162942714	0
3123	ENSG00000112079	ENSMUSG00000015133	0.6851518154144287	0.8988735084353551	1
2690	ENSG00000175634	ENSMUSG00000029635	0.7098433375358582	0.910161280397342	1
7513	ENSG00000166483	ENSMUSG00000029148	0.5513818860054016	0.7955999249055739	1
83616	ENSG00000198208	ENSMUSG00000021408	0.4570854902267456	-0.8100696934970015	0
2940	ENSG00000155111	ENSMUSG00000005672	0.7735596299171448	0.9040782266943636	1
80248	ENSG00000148660	ENSMUSG00000020190	0.6404203176498413	-0.7317504609195321	0
5684	ENSG00000086232	ENSMUSG00000024235	0.212113156914711	0.8380373360378631	1
85008	ENSG00000137275	ENSMUSG00000016179	0.6882796883583069	-0.8446490314711781	0
89169	ENSG00000072062	ENSMUSG00000005672	0.5432029962539673	-0.978451666851556	0
80850	ENSG00000087095	ENSMUSG00000026778	0.5300179123878479	-0.7451336370610602	0
8955	ENSG00000004660	ENSMUSG00000024858	0.5370232462882996	0.7641420451897096	1
88850	ENSG00000132155	ENSMUSG00000074886	0.3192160725593567	-0.9620938756742056	0
86311	ENSG00000185386	ENSMUSG00000018932	0.3911687135696411	-0.8779487869720769	0
84999	ENSG00000143776	ENSMUSG00000032501	0.5012344121932983	-0.8442903443051714	0
88820	ENSG00000198208	ENSMUSG00000040424	0.3440236449241638	-0.9605965292577956	0
9594	ENSG00000183735	ENSMUSG00000021948	0.7418709993362427	0.7507203398657031	1
3135	ENSG00000142731	ENSMUSG00000038145	0.511106014251709	0.8985068904898041	1
84795	ENSG00000163558	ENSMUSG00000069539	0.35955631732940674	-0.8393146968298607	0
89311	ENSG00000115216	ENSMUSG00000021701	0.3355049788951874	-0.9891744931190694	0
9894	ENSG00000104375	ENSMUSG00000070837	0.7668719291687012	0.743865863906183	1
86589	ENSG00000119638	ENSMUSG00000004936	0.25440704822540283	-0.8856925645992177	0
7447	ENSG00000101049	ENSMUSG00000042349	0.7216071486473083	0.7969994236069643	1
88322	ENSG00000070808	ENSMUSG00000020715	0.2761569023132324	-0.9403076950430188	0
523	ENSG00000105613	ENSMUSG00000053137	0.5020816326141357	0.9758630496845808	1
85037	ENSG00000055332	ENSMUSG00000061462	0.5528171062469482	-0.845459931905254	0
87250	ENSG00000115216	ENSMUSG00000015599	0.37705567479133606	-0.9049498536284404	0
4323	ENSG00000107968	ENSMUSG00000024079	0.7657036185264587	0.8700978571541744	1
80134	ENSG00000160551	ENSMUSG00000033276	0.7136073708534241	-0.7289187434766137	0
6633	ENSG00000183049	ENSMUSG00000051590	0.5403946042060852	0.8162369883839152	1
5046	ENSG00000160584	ENSMUSG00000053137	0.6183645129203796	0.8529721815615591	1
82920	ENSG00000114738	ENSMUSG00000032308	0.44021475315093994	-0.7938774512391714	0
